State,Gender,Education,Customer Lifetime Value,Income,Monthly Premium Auto,Number of Open Complaints,Policy Type,Vehicle Class,Total Claim Amount,Areas,Sales Channel,Vehicle Size
Oregon,M,Bachelor,"œ8,622.84",97361,73,1/0,Personal Auto,Four-Door Car,350.40,north,Web,Medsize
Nevada,M,High School or Below,"œ5,079.67",50052,130,1/0,Personal Auto,Sports Car,624.00,central ,Branch,Small
Arizona,F,Bachelor,"œ5,623.31",11612,71,1/0,Personal Auto,Four-Door Car,340.80,central ,Web,Large
Arizona,F,High School or Below,"œ5,270.01",78115,65,1/0,Personal Auto,Four-Door Car,255.45,central ,Agent,Medsize
California,F,Master,"œ8,621.17",81947,71,1/0,Personal Auto,Two-Door Car,203.99,west ,Web,Medsize
Oregon,M,College,"œ7,918.33",44698,211,4/1,Personal Auto,Luxury Car,1012.80,north,Branch,Medsize
California,F,High School or Below,"œ21,034.02",26876,66,1/0,Personal Auto,Four-Door Car,219.21,west ,Branch,Medsize
Oregon,F,College,"œ15,417.68",69841,192,1/0,Personal Auto,Luxury SUV,878.81,north,Call Center,Medsize
Oregon,F,High School or Below,"œ8,692.64",97768,72,1/0,Personal Auto,Two-Door Car,151.84,north,Branch,Medsize
Oregon,M,High School or Below,"œ6,503.14",0,187,1/0,Personal Auto,Luxury Car,1588.68,north,Agent,Medsize
Washington,F,High School or Below,"œ2,396.19",39062,61,1/0,Corporate Auto,Two-Door Car,346.99,east,Agent,Medsize
Oregon,F,Bachelor,"œ5,914.95",50217,74,1/0,Personal Auto,Two-Door Car,355.20,north,Branch,Large
Washington,F,Bachelors,"œ2,248.45",24910,63,1/1,Personal Auto,Four-Door Car,347.86,east,Call Center,Medsize
Nevada,M,College,"œ6,826.80",0,68,1/0,Personal Auto,Two-Door Car,489.60,central ,Agent,Large
Oregon,F,Doctor,"œ3,982.18",38500,99,1/1,Corporate Auto,Four-Door Car,423.29,north,Branch,Medsize
Nevada,F,High School or Below,"œ2,887.78",62018,71,1/0,Personal Auto,Two-Door Car,293.87,central ,Branch,Medsize
Oregon,F,College,"œ2,252.42",0,65,1/0,Personal Auto,Two-Door Car,468.00,north,Agent,Medsize
California,M,Master,"œ8,458.53",57394,106,1/0,Personal Auto,Four-Door Car,316.49,west ,Branch,Medsize
California,M,Bachelor,"œ7,478.31",23530,65,1/0,Corporate Auto,Two-Door Car,312.00,west ,Branch,Small
California,F,High School or Below,"œ3,788.65",48887,95,1/0,Personal Auto,Four-Door Car,456.00,west ,Branch,Small
Oregon,F,Master,"œ5,220.69",68867,129,1/0,Personal Auto,SUV,619.20,north,Call Center,Large
California,F,College,"œ7,130.29",12062,63,1/0,Corporate Auto,Four-Door Car,302.40,west ,Branch,Medsize
Arizona,M,College,"œ8,513.59",59230,107,1/0,Personal Auto,SUV,245.08,central ,Branch,Medsize
Arizona,F,Bachelor,"œ5,660.13",59586,72,1/0,Personal Auto,Four-Door Car,91.20,central ,Branch,Medsize
Washington,F,Bachelors,"œ2,638.14",79699,65,1/0,Personal Auto,Two-Door Car,348.83,east,Branch,Medsize
Arizona,F,Bachelor,"œ5,318.90",25134,67,1/0,Personal Auto,Four-Door Car,321.60,central ,Branch,Medsize
Oregon,F,College,"œ4,160.16",0,61,1/0,Personal Auto,Four-Door Car,292.80,north,Web,Medsize
Oregon,F,College,"œ2,237.35",0,61,1/0,Personal Auto,Four-Door Car,292.80,north,Agent,Medsize
California,M,College,"œ3,460.12",0,100,1/1,Personal Auto,SUV,720.00,west ,Branch,Medsize
California,M,Bachelor,"œ16,005.51",44901,70,2/1,Personal Auto,Four-Door Car,460.81,west ,Branch,Large
Arizona,F,Bachelor,"œ6,986.60",0,93,1/0,Personal Auto,Four-Door Car,149.27,central ,Agent,Medsize
Oregon,F,Bachelor,"œ8,826.96",28463,113,2/1,Personal Auto,SUV,324.32,north,Web,Medsize
Nevada,F,Bachelor,"œ4,726.87",13037,124,1/0,Personal Auto,SUV,839.35,central ,Call Center,Medsize
California,M,High School or Below,"œ27,443.47",82320,99,1/1,Personal Auto,Four-Door Car,475.20,west ,Branch,Medsize
California,F,Bachelor,"œ7,247.31",0,104,1/0,Personal Auto,SUV,499.20,west ,Call Center,Medsize
Oregon,F,College,"œ5,137.85",78460,64,1/0,Personal Auto,Four-Door Car,203.57,north,Agent,Medsize
Nevada,M,College,"œ2,739.06",0,92,4/1,Personal Auto,Two-Door Car,657.29,central ,Agent,Medsize
California,M,College,"œ5,092.79",46922,64,1/0,Corporate Auto,Two-Door Car,403.39,west ,Branch,Large
California,M,College,"œ5,799.83",60689,74,1/0,Corporate Auto,Four-Door Car,5.75,west ,Agent,Medsize
Nevada,F,Master,"œ5,507.06",0,71,1/0,Personal Auto,Four-Door Car,340.80,central ,Web,Medsize
Oregon,F,College,"œ10,484.92",61108,89,1/0,Personal Auto,Four-Door Car,49.45,north,Call Center,Medsize
Arizona,M,Bachelor,"œ8,501.28",98003,107,1/0,Personal Auto,SUV,449.41,central ,Agent,Medsize
Washington,F,High School or Below,"œ2,935.99",73847,73,1/1,Personal Auto,Two-Door Car,350.40,east,Branch,Medsize
Arizona,F,High School or Below,"œ6,503.40",22081,84,1/0,Personal Auto,Two-Door Car,451.67,central ,Agent,Large
Nevada,M,High School or Below,"œ46,805.22",83006,235,1/1,Personal Auto,Luxury SUV,1065.05,central ,Branch,Medsize
Arizona,F,College,"œ4,834.71",38713,66,4/1,Corporate Auto,Four-Door Car,316.80,central ,Branch,Large
Oregon,F,College,"œ2,575.32",28700,68,3/1,Personal Auto,Four-Door Car,326.40,north,Branch,Medsize
California,F,Master,"œ37,111.66",61552,115,1/0,Personal Auto,SUV,12.25,west ,Branch,Medsize
Nevada,M,College,"œ4,371.19",56718,113,1/1,Personal Auto,SUV,542.40,central ,Call Center,Medsize
Oregon,M,Doctor,"œ16,796.34",66776,71,1/0,Corporate Auto,Four-Door Car,131.81,north,Call Center,Medsize
California,M,High School or Below,"œ7,988.51",58268,67,1/0,Corporate Auto,Two-Door Car,228.64,west ,Agent,Medsize
California,M,College,"œ2,269.84",0,68,1/0,Personal Auto,Four-Door Car,542.02,west ,Branch,Medsize
California,M,Doctor,"œ4,991.47",12608,66,1/1,Personal Auto,Four-Door Car,214.87,west ,Branch,Medsize
California,M,Master,"œ2,921.93",63499,73,1/0,Personal Auto,Four-Door Car,278.96,west ,Agent,Medsize
Oregon,M,High School or Below,"œ7,613.19",36247,96,1/0,Corporate Auto,Four-Door Car,329.52,north,Agent,Large
California,F,Master,"œ5,827.41",30228,73,1/0,Personal Auto,Four-Door Car,163.35,west ,Agent,Medsize
Oregon,F,College,"œ2,600.64",0,74,1/0,Personal Auto,Two-Door Car,501.47,north,Branch,Large
California,F,High School or Below,"œ8,491.47",0,116,1/0,Personal Auto,Four-Door Car,1193.12,west ,Agent,Medsize
Arizona,F,Bachelor,"œ9,778.73",99364,121,1/0,Personal Auto,Sports Car,580.80,central ,Call Center,Medsize
California,M,Bachelor,"œ22,658.54",23665,67,1/0,Personal Auto,Four-Door Car,404.82,west ,Web,Medsize
Arizona,F,College,"œ10,004.03",0,94,1/0,Corporate Auto,Four-Door Car,807.17,central ,Branch,Medsize
Oregon,M,High School or Below,"œ4,872.77",69247,61,1/1,Corporate Auto,Two-Door Car,226.52,north,Agent,Medsize
Arizona,F,College,"œ7,444.81",56047,92,1/0,Corporate Auto,Four-Door Car,82.73,central ,Agent,Medsize
Oregon,M,College,"œ5,761.11",28919,73,1/0,Personal Auto,Two-Door Car,207.83,north,Web,Medsize
Oregon,F,Doctor,"œ5,366.78",0,70,1/0,Personal Auto,Four-Door Car,223.17,north,Web,Medsize
Oregon,F,College,"œ6,259.48",0,83,1/0,Personal Auto,Four-Door Car,254.14,north,Branch,Large
Arizona,M,High School or Below,"œ7,623.58",69900,64,1/0,Personal Auto,Two-Door Car,33.97,central ,Call Center,Medsize
California,M,High School or Below,"œ10,963.96",55687,276,1/0,Personal Auto,Luxury SUV,1324.80,west ,Agent,Large
Oregon,F,Bachelor,"œ7,427.85",78294,92,1/0,Personal Auto,Four-Door Car,181.15,north,Agent,Medsize
Washington,F,Bachelors,"œ5,504.14",0,73,1/0,Corporate Auto,Four-Door Car,350.40,east,Call Center,Medsize
Arizona,M,Bachelor,"œ4,665.13",0,62,1/0,Personal Auto,Two-Door Car,297.60,central ,Agent,Small
California,F,High School or Below,"œ6,021.84",0,168,1/0,Personal Auto,SUV,1476.67,west ,Branch,Medsize
Nevada,M,High School or Below,"œ3,074.11",0,104,3/1,Personal Auto,Sports Car,748.80,central ,Agent,Medsize
Oregon,F,College,"œ4,953.09",21385,127,1/0,Corporate Auto,SUV,609.60,north,Agent,Medsize
California,M,Master,"œ7,780.49",87128,97,1/0,Personal Auto,Two-Door Car,495.61,west ,Call Center,Medsize
Nevada,F,College,"œ7,992.78",35434,66,1/0,Personal Auto,Four-Door Car,297.05,central ,Web,Medsize
California,F,Master,"œ4,170.69",29462,107,1/1,Corporate Auto,SUV,513.60,west ,Agent,Medsize
Nevada,F,College,"œ23,228.24",53243,102,3/1,Personal Auto,Four-Door Car,489.60,central ,Agent,Medsize
California,M,High School or Below,"œ5,445.82",21006,139,1/1,Personal Auto,SUV,667.20,west ,Call Center,Small
California,F,College,"œ4,558.50",0,65,1/0,Personal Auto,Two-Door Car,312.00,west ,Agent,Medsize
Oregon,M,Bachelor,"œ5,528.21",36088,72,1/0,Corporate Auto,Four-Door Car,345.60,north,Branch,Medsize
Oregon,F,College,"œ10,390.67",28948,131,1/0,Corporate Auto,SUV,295.83,north,Web,Medsize
Nevada,F,College,"œ7,142.55",24417,185,1/0,Personal Auto,SUV,888.00,central ,Call Center,Medsize
Oregon,M,High School or Below,"œ5,469.54",67099,69,1/0,Personal Auto,Two-Door Car,23.00,north,Call Center,Small
Oregon,F,Bachelor,"œ11,628.73",97830,96,1/0,Personal Auto,Four-Door Car,298.36,north,Agent,Medsize
Arizona,M,College,"œ10,189.65",0,101,1/0,Personal Auto,Four-Door Car,727.20,central ,Agent,Medsize
Arizona,F,High School or Below,"œ2,733.43",93558,67,1/0,Personal Auto,Four-Door Car,478.23,central ,Web,Small
Arizona,F,Doctor,"œ4,014.45",37384,99,1/0,Personal Auto,Four-Door Car,475.20,central ,Branch,Medsize
Arizona,M,Bachelor,"œ7,119.53",28227,62,1/0,Personal Auto,Four-Door Car,551.28,central ,Branch,Medsize
Nevada,M,High School or Below,"œ11,772.79",51008,74,1/0,Corporate Auto,Two-Door Car,355.20,central ,Branch,Small
California,M,High School or Below,"œ2,381.79",78185,61,1/0,Personal Auto,Four-Door Car,292.80,west ,Branch,Medsize
California,F,Bachelor,"œ5,208.35",0,74,1/0,Personal Auto,Four-Door Car,532.80,west ,Branch,Medsize
Nevada,M,College,"œ5,018.73",0,68,1/0,Personal Auto,Four-Door Car,670.48,central ,Branch,Medsize
Arizona,F,Bachelor,"œ11,900.54",97205,100,2/1,Personal Auto,Sports Car,5.57,central ,Branch,Large
Washington,F,Bachelors,"œ5,800.17",25472,73,1/0,Corporate Auto,Four-Door Car,350.40,east,Agent,Small
California,F,Bachelor,"œ5,674.38",26225,72,1/1,Special Auto,Four-Door Car,320.78,west ,Call Center,Small
Oregon,M,College,"œ7,271.43",20545,70,1/0,Personal Auto,Two-Door Car,336.00,north,Call Center,Medsize
Oregon,F,Master,"œ3,164.49",0,83,1/0,Personal Auto,Four-Door Car,398.40,north,Agent,Large
Arizona,F,College,"œ2,661.03",35503,67,1/0,Personal Auto,Two-Door Car,216.17,central ,Web,Medsize
Oregon,F,College,"œ14,140.56",58988,118,1/0,Personal Auto,Sports Car,566.40,north,Call Center,Small
Nevada,F,Bachelor,"œ7,654.23",0,74,1/1,Personal Auto,Two-Door Car,355.20,central ,Web,Small
Nevada,M,High School or Below,"œ2,199.74",0,64,1/0,Personal Auto,Two-Door Car,685.46,central ,Agent,Medsize
Oregon,F,College,"œ2,004.35",0,66,4/1,Special Auto,Four-Door Car,316.80,north,Web,Medsize
Nevada,M,College,"œ13,111.11",67197,111,1/0,Special Auto,SUV,147.95,central ,Branch,Small
Nevada,M,High School or Below,"œ15,762.60",39032,198,1/0,Personal Auto,SUV,950.40,central ,Call Center,Medsize
Oregon,F,College,"œ13,197.93",0,68,3/1,Personal Auto,Four-Door Car,326.40,north,Agent,Medsize
California,M,High School or Below,"œ2,787.54",34927,70,1/0,Personal Auto,Two-Door Car,242.49,west ,Branch,Large
Nevada,M,Doctor,"œ3,436.13",30817,88,1/0,Personal Auto,Four-Door Car,91.83,central ,Web,Medsize
California,F,Bachelor,"œ2,713.37",31535,70,1/0,Personal Auto,Four-Door Car,90.53,west ,Branch,Medsize
California,F,Bachelor,"œ2,867.31",23376,78,1/0,Personal Auto,Four-Door Car,374.40,west ,Branch,Medsize
California,F,College,"œ14,590.25",46244,62,1/0,Corporate Auto,Four-Door Car,255.29,west ,Agent,Medsize
Arizona,M,Bachelor,"œ6,652.47",34886,84,1/0,Personal Auto,Two-Door Car,403.20,central ,Branch,Medsize
Arizona,M,High School or Below,"œ2,444.62",0,66,1/0,Corporate Auto,Four-Door Car,316.80,central ,Agent,Medsize
Washington,F,College,"œ2,896.92",33746,74,1/1,Personal Auto,Two-Door Car,355.20,east,Agent,Medsize
Oregon,M,Doctor,"œ10,972.07",24164,137,1/0,Personal Auto,Sports Car,657.60,north,Call Center,Medsize
Washington,F,Bachelors,,25859,74,1/0/00,Special Auto,Four-Door Car,355.2,east,Branch,Medsize
Oregon,F,Bachelor,"œ19,357.37",0,68,1/1,Personal Auto,Four-Door Car,326.40,north,Branch,Large
Arizona,F,Bachelor,"œ7,227.12",40153,61,1/0,Personal Auto,Four-Door Car,340.07,central ,Agent,Medsize
Nevada,F,College,"œ7,857.30",0,104,1/0,Personal Auto,SUV,499.20,central ,Web,Medsize
Oregon,F,Master,"œ5,181.62",97131,64,1/0,Personal Auto,Four-Door Car,307.20,north,Web,Medsize
Arizona,F,High School or Below,"œ4,281.06",23712,106,1/0,Corporate Auto,SUV,508.80,central ,Web,Medsize
Oregon,F,Bachelor,"œ11,513.16",0,64,1/0,Personal Auto,Four-Door Car,307.20,north,Web,Medsize
Nevada,F,Bachelor,"œ5,147.11",33171,65,1/0,Personal Auto,Four-Door Car,236.64,central ,Agent,Medsize
Nevada,F,College,"œ8,663.50",0,83,1/1,Corporate Auto,Four-Door Car,398.40,central ,Agent,Large
Oregon,F,High School or Below,"œ2,535.32",0,68,1/0,Corporate Auto,Four-Door Car,326.40,north,Web,Small
Nevada,M,College,"œ21,504.34",60228,112,1/1,Personal Auto,SUV,286.10,central ,Agent,Small
Arizona,M,High School or Below,"œ7,349.33",27072,93,1/0,Personal Auto,Four-Door Car,565.34,central ,Call Center,Medsize
California,M,Master,"œ8,509.85",26057,74,1/0,Personal Auto,Four-Door Car,523.89,west ,Call Center,Medsize
Nevada,F,High School or Below,"œ4,297.19",66331,107,1/0,Personal Auto,Two-Door Car,513.60,central ,Branch,Medsize
Washington,M,College,"œ8,717.05",83846,74,3/1,Personal Auto,Four-Door Car,355.20,east,Web,Medsize
Washington,M,College,"œ8,717.05",83846,74,3/1,Personal Auto,Four-Door Car,355.20,east,Call Center,Medsize
California,F,College,"œ17,476.64",45106,73,1/0,Personal Auto,Four-Door Car,350.40,west ,Agent,Medsize
Arizona,F,Bachelor,"œ10,479.90",78435,130,1/0,Personal Auto,SUV,553.61,central ,Call Center,Large
California,F,Bachelor,"œ2,242.57",0,63,1/1,Corporate Auto,Two-Door Car,453.60,west ,Agent,Medsize
Oregon,M,College,"œ2,754.46",79507,70,3/1,Personal Auto,Two-Door Car,442.20,north,Call Center,Large
Arizona,M,High School or Below,"œ8,041.20",44986,101,1/0,Corporate Auto,SUV,624.02,central ,Branch,Medsize
Arizona,M,College,"œ6,042.91",25899,79,1/0,Personal Auto,Two-Door Car,568.80,central ,Branch,Small
Oregon,M,Bachelor,"œ2,827.44",13610,74,1/0,Personal Auto,Four-Door Car,355.20,north,Agent,Small
Nevada,M,Doctor,"œ22,041.86",0,65,1/0,Personal Auto,Four-Door Car,312.00,central ,Branch,Medsize
California,M,Bachelor,"œ2,796.80",77362,70,1/0,Personal Auto,Two-Door Car,386.60,west ,Agent,Medsize
California,M,High School or Below,"œ4,072.85",96443,102,1/0,Personal Auto,SUV,489.60,west ,Agent,Large
California,M,Master,"œ5,182.46",0,135,1/1,Personal Auto,SUV,939.53,west ,Agent,Medsize
Nevada,M,Doctor,"œ6,131.66",90778,76,1/0,Personal Auto,Four-Door Car,62.29,central ,Web,Medsize
California,F,High School or Below,"œ2,392.13",0,65,1/0,Corporate Auto,Four-Door Car,361.18,west ,Branch,Small
Nevada,F,Master,"œ3,209.66",78494,79,1/0,Personal Auto,Two-Door Car,122.31,central ,Web,Medsize
California,F,Doctor,"œ2,808.61",83497,69,1/0,Special Auto,Four-Door Car,196.52,west ,Agent,Medsize
Nevada,M,College,"œ4,362.93",58842,110,1/0,Personal Auto,Four-Door Car,528.00,central ,Call Center,Large
Arizona,M,College,"œ6,880.47",63935,87,1/0,Personal Auto,Four-Door Car,221.62,central ,Agent,Medsize
Oregon,M,Bachelor,"œ3,591.07",0,96,1/0,Personal Auto,Four-Door Car,460.80,north,Web,Medsize
California,M,High School or Below,"œ5,201.25",0,69,1/0,Personal Auto,Four-Door Car,331.20,west ,Agent,Medsize
Oregon,F,College,"œ5,521.54",0,77,1/0,Personal Auto,Four-Door Car,369.60,north,Call Center,Medsize
Arizona,F,Bachelor,"œ5,071.65",62258,65,1/0,Personal Auto,Two-Door Car,117.45,central ,Agent,Medsize
Nevada,M,Bachelor,"œ2,921.68",0,80,1/0,Corporate Auto,Four-Door Car,739.31,central ,Branch,Large
California,F,Master,"œ15,806.53",58516,98,1/0,Corporate Auto,Two-Door Car,470.40,west ,Branch,Small
Washington,F,Bachelor,"œ5,749.88",22814,73,1/0,Personal Auto,Four-Door Car,360.77,east,Branch,Medsize
California,F,Bachelor,"œ4,167.42",56901,104,1/0,Personal Auto,SUV,499.20,west ,Branch,Small
California,M,High School or Below,"œ6,514.95",0,61,1/1,Personal Auto,Four-Door Car,292.80,west ,Branch,Medsize
California,M,Doctor,"œ9,189.52",99443,117,4/1,Personal Auto,SUV,228.05,west ,Agent,Medsize
Oregon,F,College,"œ8,231.22",0,113,1/0,Personal Auto,SUV,373.07,north,Agent,Medsize
Arizona,M,Master,"œ3,095.18",88246,77,1/1,Corporate Auto,Four-Door Car,428.61,central ,Agent,Large
Washington,M,High School or Below,"œ6,005.21",26876,76,1/0,Corporate Auto,Four-Door Car,364.80,east,Branch,Medsize
Nevada,M,College,"œ7,582.11",64801,64,1/0,Personal Auto,Four-Door Car,268.47,central ,Branch,Medsize
Oregon,F,College,"œ16,344.61",57029,68,1/0,Corporate Auto,Two-Door Car,135.79,north,Agent,Small
Arizona,F,College,"œ11,763.15",28045,99,1/0,Personal Auto,Four-Door Car,475.20,central ,Web,Medsize
Nevada,M,Master,"œ4,053.37",44661,101,1/0,Personal Auto,Two-Door Car,436.84,central ,Branch,Medsize
Arizona,F,High School or Below,"œ3,311.16",21246,83,1/0,Personal Auto,Four-Door Car,398.40,central ,Agent,Medsize
Nevada,M,Doctor,"œ3,528.04",31278,92,4/1,Personal Auto,Two-Door Car,441.60,central ,Branch,Medsize
California,F,High School or Below,"œ5,595.39",74454,71,1/0,Personal Auto,Four-Door Car,340.80,west ,Agent,Medsize
California,M,Master,"œ5,089.69",62474,63,1/0,Personal Auto,Four-Door Car,112.12,west ,Agent,Medsize
Nevada,M,High School or Below,"œ22,337.16",0,130,1/0,Personal Auto,SUV,1376.91,central ,Agent,Small
Arizona,M,College,"œ4,792.83",20647,63,1/0,Personal Auto,Four-Door Car,185.06,central ,Call Center,Medsize
California,F,Bachelor,"œ27,789.69",33806,89,1/0,Personal Auto,Four-Door Car,395.73,west ,Web,Medsize
Oregon,F,Bachelor,"œ7,511.66",0,70,1/0,Personal Auto,Four-Door Car,340.20,north,Branch,Medsize
Oregon,M,High School or Below,"œ18,767.55",0,111,1/0,Personal Auto,Sports Car,900.15,north,Agent,Medsize
California,F,College,"œ4,987.64",19589,127,1/0,Personal Auto,SUV,1027.01,west ,Branch,Medsize
California,F,College,"œ5,123.20",22338,67,1/1,Personal Auto,Two-Door Car,307.80,west ,Call Center,Small
Nevada,M,College,"œ5,989.77",66839,154,1/0,Personal Auto,Sports Car,739.20,central ,Call Center,Medsize
Washington,F,High School or Below,"œ2,429.28",26736,63,1/0,Personal Auto,Four-Door Car,367.93,east,Call Center,Medsize
Oregon,F,College,"œ5,828.18",31364,74,1/0,Personal Auto,Four-Door Car,461.27,north,Agent,Small
Washington,M,College,"œ2,831.59",17752,77,1/0,Personal Auto,Four-Door Car,369.60,east,Web,Medsize
Oregon,M,College,"œ9,767.94",36225,123,1/0,Special Auto,SUV,221.05,north,Agent,Large
Oregon,F,Doctor,"œ12,097.91",0,107,1/0,Personal Auto,SUV,271.01,north,Call Center,Small
California,M,High School or Below,"œ2,265.32",0,61,1/0,Personal Auto,Four-Door Car,292.80,west ,Web,Small
California,F,Bachelor,"œ5,719.09",77601,71,1/0,Personal Auto,Two-Door Car,276.64,west ,Call Center,Medsize
Oregon,M,Master,"œ10,171.48",74243,84,1/0,Corporate Auto,Four-Door Car,71.31,north,Agent,Medsize
California,F,College,"œ10,517.16",46707,133,1/0,Personal Auto,Sports Car,80.71,west ,Web,Medsize
Oregon,F,Bachelor,"œ4,303.47",0,116,1/0,Personal Auto,SUV,765.57,north,Web,Medsize
California,M,College,"œ11,926.75",50234,101,1/0,Personal Auto,Four-Door Car,484.80,west ,Branch,Medsize
Oregon,M,Master,"œ16,531.70",75526,103,1/1,Personal Auto,Four-Door Car,494.40,north,Branch,Medsize
Washington,M,Bachelor,"œ3,059.28",65083,77,1/0,Personal Auto,Four-Door Car,369.60,east,Call Center,Medsize
Nevada,M,High School or Below,"œ5,437.44",28343,69,1/0,Personal Auto,Two-Door Car,331.20,central ,Agent,Medsize
California,M,Bachelor,"œ5,103.30",74948,64,1/0,Corporate Auto,Four-Door Car,216.74,west ,Branch,Medsize
Oregon,M,High School or Below,"œ4,583.10",22728,116,1/0,Personal Auto,Four-Door Car,556.80,north,Branch,Small
California,F,High School or Below,"œ6,409.63",0,99,2/1,Personal Auto,Two-Door Car,712.80,west ,Web,Medsize
California,F,High School or Below,"œ8,991.98",17331,117,1/0,Personal Auto,SUV,1138.26,west ,Branch,Medsize
California,F,College,"œ12,232.78",35133,102,1/0,Personal Auto,SUV,692.96,west ,Branch,Large
Nevada,F,College,"œ5,126.04",63147,64,1/0,Personal Auto,Four-Door Car,87.57,central ,Branch,Medsize
California,F,College,"œ11,014.16",67575,91,1/0,Personal Auto,Four-Door Car,401.61,west ,Call Center,Medsize
Oregon,M,High School or Below,"œ3,819.62",0,111,1/0,Personal Auto,Two-Door Car,799.20,north,Call Center,Medsize
California,F,High School or Below,"œ8,404.40",48315,71,1/0,Personal Auto,Four-Door Car,340.80,west ,Agent,Medsize
